Customer ID,Churned,Age,Average Bill over 6 months,Average Bill over 12 months,Number of defaults in last 12 bills,Payment Method,District,Area,Concesssion Card,INBOUNDCALLS,OUTBOUNDCALLS,Relationship (months),Occupier Status,Multiple Fuel,Bill Delivery Method,rpart,Category of latest complaint,NPS,Product,Multiple Products,Product_New,Adjusted Prob for 50% Cut-off (without Formulae),Customer Segment,Product Category,Bill Amount
4397,Yes,,102.7125,96.905,0,Cheque,N,Northern Territory,No,0,0,19,Regular,N,Internet,0.335321405,High Billed Amount,-1,Mobile,Yes,Internet Service & Fixed Line,0.824781235,Independents,Fixed line,295
4398,No,33,5,86.985,3,Cheque,Q,Queensland,No,0,0,11,Regular,N,Internet,0.114993779,Call Drop,-1,Mobile,No,Internet Service,0.547996846,Independents,Bundle,456
4399,No,41,18,152.6675,1,Credit Card,Q,Queensland,No,0,0,102,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Independents,Mobile,143
4400,No,46,18,21.3075,0,Cheque,V,Victoria,No,0,0,63,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Bundle,309
4401,No,29,6,21.3425,1,Cheque,V,Victoria,No,0,0,2,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Independents,Fixed line,121
4402,No,40,13.1075,14.9,0,Cheque,V,Victoria,Yes,0,0,39,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,PayTV,0.228170627,Small Business,Mobile,120
4403,No,71,15,52.0575,0,Cheque,N,Northern Territory,Yes,0,0,56,Regular,N,Mail,0.046137046,Call Drop,1,Mobile,No,PayTV,0.310966059,Independents,Bundle,159
4404,No,38,12.0225,12.145,0,Credit Card,V,Victoria,No,0,0,15,Regular,Y,Internet,0.285714286,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.7886832,Small Business,Cable,214
4405,No,27,14,67.41,5,Cheque,Q,Queensland,No,5,0,24,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.346654215,Independents,Bundle,165
4406,No,30,20,51.1275,2,Direct Debit,N,Northern Territory,Yes,0,0,13,Regular,N,Internet,0.161779575,High Billed Amount,1,Mobile,No,PayTV,0.642963669,Small Business,ADSL,105
4407,No,49,12,77.9775,2,Cheque,Q,Queensland,No,0,0,19,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,No,Internet Service,0.427509712,Small Business,Fixed line,145
4408,Yes,35,5,156.5925,3,Cheque,N,Northern Territory,No,0,0,10,Regular,N,Internet,0.335321405,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.824781235,Independents,Mobile,239
4409,No,57,19,34.82,0,Cheque,S,South Australia,Yes,0,0,104,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Family & Self Development,Fixed line,101
4410,No,82,17.48,15.575,4,Direct Debit,V,Victoria,Yes,1,0,83,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Independents,Bundle,42
4411,No,45,23.1325,17.245,3,Cheque,V,Victoria,No,0,0,80,Regular,Y,Internet,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.228170627,Family & Self Development,Mobile,262
4412,No,60,53.5025,37.6375,0,Cheque,V,Victoria,No,0,0,115,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Small Business,Internet,358
4413,No,51,20.34,16.9475,0,Cheque,V,Victoria,No,1,0,83,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,961
4414,No,60,10,33.32,0,Cheque,Q,Queensland,No,0,0,71,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Independents,Mobile,36
4415,No,40,94.42,71.065,2,Credit Card,N,Northern Territory,No,0,0,26,Regular,Y,Internet,0.030710259,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.228170627,Small Business,Cable,164
4416,No,50,6,132.3975,1,Cheque,Q,Queensland,No,0,0,54,Regular,N,Mail,0.21019678,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.712909571,Independents,ADSL,260
4417,No,49,41.685,33.7,1,Credit Card,V,Victoria,No,0,0,85,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Family & Self Development,Internet,463
4418,No,59,7,15.64,0,Cheque,V,Victoria,No,0,0,5,Regular,Y,Internet,0.053805332,Internet Slowness,1,Mobile,Yes,Mobile & Internet Service,0.346654215,Small Business,Mobile,540
4419,No,,12,41.115,2,Cheque,N,Northern Territory,No,0,0,32,Regular,N,Mail,0.376344086,Call Drop,0,Mobile,No,Internet Service,0.849182301,Principled Professional,Bundle,116
4420,No,79,32.475,29.5875,2,Credit Card,V,Victoria,Yes,0,0,52,Regular,Y,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,"Friends, Fun & Fashion",Bundle,80
4421,No,72,7.8325,10.18,0,Cheque,V,Victoria,Yes,0,0,39,Regular,Y,Mail,0.074102396,Call Drop,-1,Mobile,Yes,Mobile & PayTV,0.427509712,Independents,Fixed line,300
4422,No,69,16,173.4775,0,Cheque,S,South Australia,No,0,0,12,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Entrepreneur,Mobile,384
4423,No,41,10,170.5725,0,Cheque,S,South Australia,No,1,0,50,Regular,N,Mail,0.748051948,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.965160632,Independents,Bundle,35
4424,Yes,39,56.5725,45.4225,8,Cheque,V,Victoria,No,0,0,12,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Independents,Bundle,216
4425,Yes,,20,37.6975,3,Cheque,V,Victoria,No,0,0,5,Occupier,N,Mail,0.150757228,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.623545067,Independents,Internet,275
4426,No,69,20,149.48,4,Cheque,Q,Queensland,No,0,0,17,Regular,N,Mail,0.150757228,Call Drop,0,Mobile,Yes,Mobile & Internet Service,0.623545067,Principled Professional,Internet,93
4427,No,40,14,314.09,4,Cheque,S,South Australia,No,0,0,62,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Entrepreneur,Bundle,70
4428,No,65,10,741.3675,0,Cheque,Q,Queensland,No,0,0,101,Regular,N,Mail,0.030710259,Internet Slowness,1,Mobile,No,Fixed Line,0.228170627,Entrepreneur,Mobile,290
4429,No,63,22.8,19.265,0,Cheque,V,Victoria,No,0,0,115,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Small Business,Fixed line,119
4430,No,55,48.87,39.21,1,Cheque,V,Victoria,No,0,0,77,Regular,Y,Mail,0.074102396,Internet Slowness,-1,Mobile,Yes,Mobile & Internet Service,0.427509712,Entrepreneur,Mobile,141
4431,Yes,35,16,32.02,1,Cheque,V,Victoria,No,0,0,2,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,"Friends, Fun & Fashion",Fixed line,21
4432,No,,462.355,436.01,4,Cheque,Q,Queensland,No,1,0,38,Regular,N,Email,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Entrepreneur,Bundle,1120
4433,No,47,31.3825,27.1725,0,Cheque,N,Northern Territory,No,0,0,24,Regular,Y,Mail,0.153846154,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.629144609,Entrepreneur,Bundle,143
4434,Yes,57,9,63.3525,1,Cheque,Q,Queensland,No,0,0,5,Regular,N,Internet,0.074102396,High Billed Amount,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Independents,Mobile,192
4435,No,25,16,0.965,0,Cheque,V,Victoria,No,0,0,1,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,Fixed Line,0.346654215,Entrepreneur,Cable,1886
4436,No,74,14.35,10.45,0,Direct Debit,V,Victoria,Yes,1,0,84,Regular,Y,Internet,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Independents,Bundle,140
4437,No,63,49.22,33.54,9,Cheque,V,Victoria,No,0,0,108,Regular,Y,Internet,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Entrepreneur,Cable,289
4438,Yes,30,5,61.12,0,Cheque,N,Northern Territory,No,0,0,22,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,"Friends, Fun & Fashion",Mobile,34
4439,No,69,19.0875,15.545,0,Cheque,V,Victoria,Yes,0,0,111,Regular,Y,Mail,0.721311475,High Billed Amount,-1,Mobile,No,Internet Service,0.960238146,Family & Self Development,ADSL,117
4440,No,65,18,89.8775,4,Cheque,N,Northern Territory,Yes,0,0,23,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,Yes,Mobile & Internet Service,0.427509712,Independents,Internet,223
4441,Yes,65,20,40.0075,1,Cheque,Q,Queensland,Yes,0,0,33,Regular,N,Internet,0.174603175,Call Drop,-1,Mobile,Yes,Fixed Line & Mobile,0.66372722,Independents,Fixed line,50
4442,No,70,16,103.9,0,Cheque,S,South Australia,No,0,0,33,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,No,PayTV,0.427509712,Independents,Cable,58
4443,No,58,47.3525,44.31,4,Cheque,V,Victoria,No,0,0,79,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Independents,Fixed line,746
4444,No,90,18,201.12,2,Direct Debit,V,Victoria,No,0,0,124,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Independents,Fixed line,46
4445,No,48,14,71.8,0,Cheque,S,South Australia,No,0,0,26,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,Yes,Fixed Line & Mobile,0.427509712,Family & Self Development,Internet,130
4446,No,73,9.3325,10.1,0,Cheque,V,Victoria,No,0,0,110,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,PayTV,0.228170627,Small Business,Cable,82
4447,No,34,27.175,25.5075,0,Cheque,V,Victoria,No,0,0,44,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.228170627,Entrepreneur,Internet,199
4448,No,55,9.67,10.29,0,Cheque,V,Victoria,Yes,0,0,31,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Family & Self Development,Bundle,66
4449,No,54,50.5,41.2825,12,Cheque,V,Victoria,Yes,0,0,135,Regular,N,Mail,0.053805332,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,"Friends, Fun & Fashion",ADSL,38
4450,No,60,17,24.92,0,Cheque,V,Victoria,No,0,0,49,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Small Business,Fixed line,5
4451,No,51,31.5225,24.48,1,Cheque,V,Victoria,No,0,0,47,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Independents,Fixed line,41
4452,No,83,13,51.6375,0,Cheque,Q,Queensland,Yes,0,0,22,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Independents,Mobile,113
4453,No,56,4,89.065,0,Cheque,S,South Australia,No,0,0,108,Regular,N,Mail,0.074102396,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,"Friends, Fun & Fashion",ADSL,301
4454,No,88,29.0575,22.36,1,Cheque,V,Victoria,Yes,0,0,70,Regular,Y,Mail,0.030710259,Internet Slowness,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Entrepreneur,Mobile,80
4455,No,,50.4875,46.53,1,Cheque,V,Victoria,No,0,0,11,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,Independents,Internet,216
4456,No,49,24.3975,24.205,2,Credit Card,V,Victoria,No,0,0,45,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Independents,Bundle,75
4457,No,61,77.5775,65.55,1,Credit Card,V,Victoria,No,0,0,131,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,"Friends, Fun & Fashion",Bundle,12
4458,No,31,10,10.985,1,Cheque,V,Victoria,No,0,0,5,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Principled Professional,Cable,152
4459,No,38,41.48,39.7925,1,Cheque,V,Victoria,No,0,0,46,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Family & Self Development,Internet,203
4460,No,56,12.59,10.9175,3,Cheque,V,Victoria,No,0,0,33,Regular,Y,Mail,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Entrepreneur,Cable,140
4461,No,40,5,19.815,0,Credit Card,V,Victoria,No,0,1,5,Regular,Y,Mail,0.053805332,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Independents,Internet,219
4462,No,71,18,38.9425,0,Credit Card,S,South Australia,Yes,0,0,121,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & PayTV,0.228170627,Family & Self Development,Bundle,119
4463,No,42,15,73.045,5,Cheque,Q,Queensland,No,0,0,63,Regular,N,Mail,0.074102396,Call Drop,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Entrepreneur,Cable,185
4464,No,54,98.85,104.1275,0,Direct Debit,V,Victoria,No,0,0,4,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Entrepreneur,Mobile,137
4465,No,29,28.6775,30.0375,2,Direct Debit,V,Victoria,No,0,0,10,Regular,N,Internet,0.114993779,Internet Slowness,0,Mobile,Yes,Mobile & PayTV,0.547996846,Independents,Fixed line,76
4466,No,62,15,135.1075,0,Cheque,S,South Australia,No,0,0,104,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,280
4467,No,37,33.0775,27.9425,1,Credit Card,V,Victoria,No,0,0,38,Regular,Y,Internet,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Entrepreneur,Fixed line,17
4468,No,90,24.6175,21.775,0,Cheque,V,Victoria,Yes,0,0,118,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,PayTV,0.228170627,Independents,Cable,122
4469,No,67,17,24.2,3,Direct Debit,S,South Australia,No,0,0,53,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Bundle,283
4470,No,33,18.81,17.6475,1,Cheque,V,Victoria,No,0,0,30,Regular,Y,Internet,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Small Business,ADSL,102
4471,No,66,16,65.145,1,Credit Card,S,South Australia,No,0,0,60,Regular,N,Mail,0.053805332,Internet Slowness,1,Mobile,No,Fixed Line,0.346654215,Independents,Internet,146
4472,No,36,15,10.675,1,Cheque,V,Victoria,Yes,0,0,1,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Principled Professional,Internet,300
4473,No,44,16,73.4525,1,Cheque,N,Northern Territory,No,0,0,48,Regular,Y,Mail,0.728323699,Call Drop,-1,Mobile,No,Fixed Line,0.961559,Small Business,Mobile,0
4474,No,60,56.8175,55.79,2,Cheque,V,Victoria,No,0,0,10,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Principled Professional,Fixed line,94
4475,No,86,20,38.3675,0,Cheque,S,South Australia,Yes,0,0,39,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,61
4476,No,45,6,70.7575,0,Cheque,Q,Queensland,No,0,0,32,Regular,N,Mail,0.074102396,Call Drop,-1,Mobile,No,Internet Service,0.427509712,Principled Professional,Mobile,99
4477,No,45,17.4225,16.89,1,Cheque,V,Victoria,Yes,1,0,26,Regular,Y,Mail,0.053805332,Internet Slowness,1,Mobile,Yes,Internet Service & Fixed Line,0.346654215,"Friends, Fun & Fashion",Mobile,375
4478,No,41,45.1975,33.355,5,Cheque,V,Victoria,No,0,0,89,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Small Business,Cable,7
4479,Yes,61,55.2875,47.46,7,Cheque,V,Victoria,No,0,0,14,Regular,N,Mail,0.150757228,High Billed Amount,-1,Mobile,Yes,Fixed Line & Mobile,0.623545067,Independents,Bundle,141
4480,Yes,30,13,25.7725,1,Credit Card,V,Victoria,No,0,0,6,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.346654215,"Friends, Fun & Fashion",Mobile,406
4481,No,39,59.44,46.895,1,Cheque,V,Victoria,No,0,0,,Regular,N,Internet,0.114993779,Call Drop,1,Mobile,No,Internet Service,0.547996846,"Friends, Fun & Fashion",Internet,282
4482,No,34,20,67,3,Cheque,Q,Queensland,Yes,1,0,11,Regular,N,Internet,0.074102396,High Billed Amount,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Entrepreneur,Mobile,150
4483,No,44,76.8425,62.705,3,Cheque,V,Victoria,No,0,0,48,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Small Business,ADSL,322
4484,No,34,6,11.085,0,Credit Card,V,Victoria,No,0,0,3,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.346654215,Independents,Internet,236
4485,No,48,48.82,40,0,Cheque,V,Victoria,No,0,0,44,Regular,Y,Internet,0.690826153,High Billed Amount,-1,Mobile,Yes,Internet Service & Fixed Line,0.954230245,"Friends, Fun & Fashion",Mobile,75
4486,No,42,157.3525,103.6575,2,Cheque,N,Northern Territory,No,0,0,37,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Small Business,Mobile,272
4487,No,27,16,46.565,1,Cheque,V,Victoria,No,0,0,46,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Principled Professional,Mobile,212
4488,No,64,12,502.14,3,Cheque,S,South Australia,No,0,0,33,Regular,N,Mail,0.074102396,High Billed Amount,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Independents,Mobile,79
4489,No,54,99.9325,86.075,1,Credit Card,V,Victoria,No,0,0,45,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,Family & Self Development,Internet,56
4490,No,65,11.815,11.2875,8,Cheque,V,Victoria,No,0,0,76,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Principled Professional,ADSL,51
4491,No,75,18,119.945,4,Cheque,V,Victoria,Yes,0,0,119,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Family & Self Development,Mobile,61
4492,No,33,8,122.6575,4,Cheque,Q,Queensland,No,0,0,95,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Independents,Cable,447
4493,No,62,43.3025,32.3875,6,Cheque,V,Victoria,No,0,0,11,Regular,Y,Internet,0.082100592,Call Drop,1,Mobile,No,Fixed Line,0.454911428,Entrepreneur,Cable,46
4494,No,80,21.85,17.6,0,Direct Debit,V,Victoria,Yes,0,0,103,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Family & Self Development,ADSL,81
4495,No,38,8,21.6725,0,Cheque,V,Victoria,No,0,0,24,Regular,Y,Mail,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Family & Self Development,Cable,1031
4496,No,52,21.8075,21.485,0,Cheque,V,Victoria,No,0,0,109,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.228170627,Independents,Internet,182
4497,No,24,19.5,16.745,0,Cheque,V,Victoria,Yes,0,0,7,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,Yes,Internet Service & Fixed Line,0.346654215,Small Business,Cable,1
4498,No,60,11,19.9875,2,Credit Card,V,Victoria,Yes,0,0,3,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Family & Self Development,Bundle,27
4499,No,49,13,14.615,5,Cheque,S,South Australia,No,0,0,124,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,"Friends, Fun & Fashion",Internet,145
4500,Yes,31,62.2825,46.345,10,Cheque,V,Victoria,No,0,0,22,Regular,Y,Mail,0.276470588,Call Drop,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.780958408,Family & Self Development,Fixed line,83
4501,No,36,28.5075,25.8875,1,Credit Card,V,Victoria,No,2,0,31,Regular,Y,Mail,0.053805332,Internet Slowness,1,Mobile,No,Fixed Line,0.346654215,"Friends, Fun & Fashion",Bundle,31
4502,No,36,14,4.2975,0,Credit Card,V,Victoria,No,0,0,1,Regular,N,Internet,0.053805332,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.346654215,Family & Self Development,Bundle,360
4503,No,74,10,20.9275,0,Cheque,S,South Australia,No,0,0,82,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Mobile & Internet Service,0.228170627,Independents,Cable,47
4504,No,72,8,118.3625,1,Cheque,S,South Australia,Yes,0,0,46,Regular,N,Mail,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Independents,ADSL,128
4505,No,56,13,15.2575,0,Cheque,V,Victoria,No,0,0,2,Regular,Y,Internet,0.053805332,High Billed Amount,1,Mobile,Yes,Mobile & PayTV,0.346654215,Independents,Cable,156
4506,No,48,42.685,35.025,0,Cheque,V,Victoria,No,0,0,,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,"Friends, Fun & Fashion",Cable,177
4507,No,76,8,134.555,0,Cheque,V,Victoria,Yes,0,0,142,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,Family & Self Development,Bundle,106
4508,No,55,4,53.6725,1,Cheque,V,Victoria,No,0,0,,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,No,PayTV,0.228170627,Principled Professional,Bundle,106
4509,No,40,10,56.5325,1,Direct Debit,S,South Australia,No,0,0,54,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Entrepreneur,Cable,111
4510,No,57,65.695,32.595,1,Cheque,S,South Australia,No,0,0,116,Regular,N,Mail,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Small Business,Fixed line,162
4511,No,39,13.4175,12.92,6,Cheque,V,Victoria,No,0,0,88,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,"Friends, Fun & Fashion",Internet,65
4512,No,45,13,3.535,1,Cheque,V,Victoria,Yes,0,0,1,Regular,Y,Mail,0.030710259,High Billed Amount,1,Mobile,Yes,Fixed Line & Mobile,0.228170627,"Friends, Fun & Fashion",ADSL,205
4513,No,46,13,106.105,0,Credit Card,S,South Australia,No,0,0,72,Regular,N,Internet,0.030710259,Internet Slowness,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,Independents,Bundle,221
4514,Yes,24,3,227.1925,4,Cheque,V,Victoria,No,0,0,25,Regular,N,Mail,0.22243274,Call Drop,-1,Mobile,Yes,Fixed Line & Mobile,0.727455641,Independents,Mobile,195
4515,No,75,14,84.4575,4,Cheque,Q,Queensland,No,0,0,13,Regular,N,Internet,0.150757228,Internet Slowness,0,Mobile,No,Fixed Line,0.623545067,Independents,Mobile,165
4516,No,47,53.655,43.4425,0,Cheque,V,Victoria,No,0,0,35,Regular,N,Mail,0.074102396,Internet Slowness,-1,Mobile,No,Internet Service,0.427509712,Independents,ADSL,178
4517,No,50,29.1325,57.165,4,Cheque,V,Victoria,No,0,0,7,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,"Friends, Fun & Fashion",Internet,67
4518,No,64,35.8675,36.0325,4,Direct Debit,V,Victoria,No,0,0,97,Regular,N,Mail,0.150757228,Call Drop,0,Mobile,Yes,Internet Service & Fixed Line,0.623545067,Independents,Bundle,144
4519,Yes,,9,19.2475,0,Cheque,V,Victoria,No,0,0,1,Occupier,Y,Mail,0.80721393,High Billed Amount,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.97504245,Family & Self Development,Bundle,449
4520,No,,4,24.785,0,Cheque,V,Victoria,No,0,0,4,Regular,N,Mail,0.053805332,High Billed Amount,1,Mobile,No,Internet Service,0.346654215,Entrepreneur,Fixed line,229
4521,No,53,17,43.0475,0,Cheque,S,South Australia,No,0,0,,Regular,N,Internet,0.030710259,High Billed Amount,1,Mobile,No,Internet Service,0.228170627,Independents,Mobile,268
4522,No,89,12.575,11.935,3,Direct Debit,V,Victoria,Yes,0,0,131,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Principled Professional,Fixed line,651
4523,No,68,27.95,27.035,1,Credit Card,V,Victoria,No,0,0,44,Regular,N,Mail,0.030710259,Call Drop,1,Mobile,Yes,Internet Service & Fixed Line,0.228170627,Principled Professional,Fixed line,238
4524,No,47,32.4175,31.055,2,Credit Card,V,Victoria,No,0,0,77,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Fixed Line,0.228170627,"Friends, Fun & Fashion",Bundle,217
4525,No,33,10,75.3025,4,Cheque,Q,Queensland,No,0,0,23,Regular,N,Mail,0.22243274,High Billed Amount,1,Mobile,No,PayTV,0.727455641,Small Business,Internet,249
4526,No,43,10,21.9975,0,Cheque,V,Victoria,No,0,0,,Regular,Y,Internet,0.053805332,Call Drop,1,Mobile,No,Internet Service,0.346654215,Small Business,ADSL,64
4527,No,40,12,113.2425,3,Cheque,Q,Queensland,No,0,0,11,Regular,N,Mail,0.074102396,Call Drop,-1,Mobile,Yes,Internet Service & Fixed Line,0.427509712,Small Business,ADSL,949
4528,No,35,9.11,20.075,4,Cheque,V,Victoria,No,0,0,9,Regular,Y,Mail,0.053805332,High Billed Amount,1,Mobile,No,Fixed Line,0.346654215,Family & Self Development,ADSL,187
4529,No,53,20.68,18.7325,4,Cheque,V,Victoria,No,0,0,67,Regular,Y,Mail,0.030710259,Call Drop,1,Mobile,No,Internet Service,0.228170627,Entrepreneur,Internet,60
4530,No,35,32.1725,36.8925,0,Cheque,V,Victoria,No,0,0,11,Regular,N,Internet,0.030710259,Call Drop,1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.228170627,"Friends, Fun & Fashion",Bundle,1348
4531,No,41,75.2325,61.715,8,Cheque,V,Victoria,No,0,0,105,Regular,Y,Mail,0.074102396,Call Drop,-1,Mobile,Yes,"Internet Service,Fixed Line & PayTV",0.427509712,Principled Professional,ADSL,325
